system,condition,verdict,occurrences,first_location,scope_judgement
ENT and Ophthalmology,Laryngocele,MENTIONED,1,,named in prose only - not individually verified
ENT and Ophthalmology,Laryngomalacia,OWNS ENTRY,11,13_05b_ENT_-_Stridor__Croup__Epiglottitis__Laryngomalacia__OSA.md#Laryngomalacia,covered - owns an entry
ENT and Ophthalmology,Lens coloboma,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Megalocornea,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Microphthalmia,IN A TAUGHT SECTION,4,08_05-06_Infectious_Disease_-_Viral_Infections.md#Rubella (German measles),covered - named inside a teaching entry
ENT and Ophthalmology,Microtia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Ossicular malformations,ABSENT,0,weak-signal:malformations=19,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Pyriform aperture stenosis,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Retinal coloboma,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Saccular cyst,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Semicircular canal dehiscence,ABSENT,0,weak-signal:Semicircular=3,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Septal deviation/dislocation,OWNS ENTRY,31,11_02_Ortho_-_Upper_Limb__Shoulder__Elbow__Distal_Radius_Fractures_.md#Shoulder dislocation,covered - owns an entry
ENT and Ophthalmology,Strabismus,OWNS ENTRY,8,05_Ophthalmology.md#Strabismus (Squint),covered - owns an entry
ENT and Ophthalmology,Subglottic hemangioma,ABSENT,0,weak-signal:Subglottic=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Subglottic stenosis,ABSENT,0,weak-signal:Subglottic=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Thyroglossal cyst / duct cyst,MENTIONED,1,,named in prose only - not individually verified
ENT and Ophthalmology,Thyroglossal duct cyst,ABSENT,0,weak-signal:Thyroglossal=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Age-related macular degeneration,OWNS ENTRY,0,05_Ophthalmology.md#Age-Related Macular Degeneration (AMD),covered - owns an entry
ENT and Ophthalmology,Angle-closure Glaucoma,OWNS ENTRY,11,05_Ophthalmology.md#Angle-Closure Glaucoma,covered - owns an entry
ENT and Ophthalmology,Blepharochalasis,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Bull's eye maculopathy,ABSENT,0,weak-signal:maculopathy=4,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Cataracts,OWNS ENTRY,30,05_Ophthalmology.md#Cataracts,covered - owns an entry
ENT and Ophthalmology,Conductive Hearing Loss,IN A TAUGHT SECTION,7,13_01_ENT_-_Otalgia__Otitis_Externa__Otitis_Media__Glue_Ear.md#Otitis media (acute),covered - named inside a teaching entry
ENT and Ophthalmology,Deafness,OWNS ENTRY,29,13_03_ENT_-_Deafness_and_Vertigo_Conditions.md#Childhood deafness,covered - owns an entry
ENT and Ophthalmology,Dermatochalasis,MENTIONED,1,,named in prose only - not individually verified
ENT and Ophthalmology,Ectropion,OWNS ENTRY,3,05_Ophthalmology.md#Entropion and Ectropion,covered - owns an entry
ENT and Ophthalmology,Glaucoma,OWNS ENTRY,28,05_Ophthalmology.md#Glaucoma,covered - owns an entry
ENT and Ophthalmology,Hearing Impairment,IN A TAUGHT SECTION,3,15_19b_Paeds_-_Cerebral_Palsy_and_Muscular_Dystrophies.md#Classification by movement disorder,covered - named inside a teaching entry
ENT and Ophthalmology,Keratoconus,ABSENT,0,,"GAP: zero hits; commonest corneal ectasia, presents in young adults"
ENT and Ophthalmology,Limbal stem cell deficiency,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Ocular hypertension,ABSENT,0,weak-signal:hypertension=129,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Open-angle Glaucoma,OWNS ENTRY,4,05_Ophthalmology.md#Open-Angle Glaucoma,covered - owns an entry
ENT and Ophthalmology,Optic Neuropathy,OWNS ENTRY,7,05_Ophthalmology.md#Anterior Ischaemic Optic Neuropathy (AION),covered - owns an entry
ENT and Ophthalmology,Ototoxic drug exposure,ABSENT,0,weak-signal:Ototoxic=13,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Pinguecula,OWNS ENTRY,0,05_Ophthalmology.md#Pinguecula,covered - owns an entry
ENT and Ophthalmology,Posterior vitreous detachment,IN A TAUGHT SECTION,3,05_Ophthalmology.md#Retinal Detachment,covered - named inside a teaching entry
ENT and Ophthalmology,Presbycusis,IN A TAUGHT SECTION,2,13_02_ENT_-_Hearing_Loss__Tinnitus__Vertigo__DDx_Charts_.md#Hearing loss — differential diagnosis,covered - named inside a teaching entry
ENT and Ophthalmology,Presbyopia,IN A TAUGHT SECTION,5,05_Ophthalmology.md#Ametropia (Refractive Error),covered - named inside a teaching entry
ENT and Ophthalmology,Pseudoexfoliation glaucoma,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Pseudoexfoliation syndrome,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Pterygium,IN A TAUGHT SECTION,2,05_Ophthalmology.md#Pinguecula,covered - named inside a teaching entry
ENT and Ophthalmology,Retinal detachment,OWNS ENTRY,10,05_Ophthalmology.md#Retinal Detachment,covered - owns an entry
ENT and Ophthalmology,Retinal toxicity,ABSENT,0,weak-signal:toxicity=43,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Sensorineural Hearing Loss,IN A TAUGHT SECTION,13,04_Neurology.md#Bacterial Meningitis,covered - named inside a teaching entry
ENT and Ophthalmology,Vortex keratopathy,ABSENT,0,weak-signal:keratopathy=4,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Secondary angle-closure glaucoma,ABSENT,0,weak-signal:glaucoma=29,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Secondary open-angle glaucoma,ABSENT,0,weak-signal:glaucoma=29,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Acute Angle Closure Glaucoma,IN A TAUGHT SECTION,8,05_Ophthalmology.md#Angle-Closure Glaucoma,covered - named inside a teaching entry
ENT and Ophthalmology,Adenoid hypertrophy,ABSENT,0,weak-signal:hypertrophy=25,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Adie's Tonic Pupil,MENTIONED,1,,named in prose only - not individually verified
ENT and Ophthalmology,Atrophic rhinitis,ABSENT,0,weak-signal:Atrophic=5,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Benign Paroxysmal Positional Vertigo,OWNS ENTRY,4,13_03_ENT_-_Deafness_and_Vertigo_Conditions.md#Benign paroxysmal positional vertigo (BPPV),covered - owns an entry
ENT and Ophthalmology,Cerumen impaction,ABSENT,0,weak-signal:impaction=10,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Chalazion,OWNS ENTRY,7,05_Ophthalmology.md#Stye (Hordeolum) and Chalazion,covered - owns an entry
ENT and Ophthalmology,Cholesteatoma,IN A TAUGHT SECTION,8,13_01_ENT_-_Otalgia__Otitis_Externa__Otitis_Media__Glue_Ear.md#Otitis media (acute),covered - named inside a teaching entry
ENT and Ophthalmology,Chronic laryngitis,ABSENT,0,weak-signal:laryngitis=4,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Coats disease,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Cystoid macular edema,IN A TAUGHT SECTION,1,05_Ophthalmology.md#Retinitis Pigmentosa,covered - named inside a teaching entry
ENT and Ophthalmology,Eagle syndrome,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Endolymphatic Hydrops,IN A TAUGHT SECTION,1,13_03_ENT_-_Deafness_and_Vertigo_Conditions.md#Ménière's disease,covered - named inside a teaching entry
ENT and Ophthalmology,Episcleritis,OWNS ENTRY,10,05_Ophthalmology.md#Episcleritis and Scleritis,covered - owns an entry
ENT and Ophthalmology,Eustachian tube dysfunction,IN A TAUGHT SECTION,3,13_02_ENT_-_Hearing_Loss__Tinnitus__Vertigo__DDx_Charts_.md#Hearing loss — differential diagnosis,covered - named inside a teaching entry
ENT and Ophthalmology,Idiopathic sudden sensorineural hearing loss,ABSENT,0,weak-signal:sensorineural=24,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Intraoperative floppy iris syndrome,ABSENT,0,weak-signal:Intraoperative=4,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Keratosis obturans,ABSENT,0,weak-signal:Keratosis=9,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Laryngopharyngeal reflux,ABSENT,0,weak-signal:Laryngopharyngeal=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Lingual tonsil hypertrophy,ABSENT,0,weak-signal:hypertrophy=25,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Meniere's disease,OWNS ENTRY,11,13_03_ENT_-_Deafness_and_Vertigo_Conditions.md#Ménière's disease,covered - owns an entry
ENT and Ophthalmology,Mixed Hearing Loss,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Normal tension glaucoma,IN A TAUGHT SECTION,1,05_Ophthalmology.md#Open-Angle Glaucoma,covered - named inside a teaching entry
ENT and Ophthalmology,Pars planitis,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
